书籍,1,原以为这套书对于刚满6岁的女儿偏简单了点，怕她得兴趣不大。没想到深得女儿喜爱。每本书我读完了，她还要仔细地再阅读一遍（主要是看图）。并且和我进行角色扮演，自封为跳跳，妈妈是蹦蹦。书的画面简约，但有好多有趣和生动的细节；故事的内容简单，但蕴藏着令人回味的哲理和温情。感觉适合的年龄层面应该比较广。而且性价比也比较高。
书籍,1,原以为新瓶装旧酒，只是出版社把茅老的旧文章编辑一把出售。读毕，非然也。心愧之。体会到茅老思维框架的完备、思维方式的缜密，论证出的观点总是如此新颖、出人意料、发人深省、让人感悟，而不是人云亦云。其思想已达到自由的境界。建议茅老再多出新品，并注明写作日期。同时多些文彩（也许茅老当初是学数理的），哈哈！
书籍,1,原以为是很简单、老套的故事，却没想到让我一读难忘，欲罢不能。现代的都市生活，每天忙忙碌碌，工作压力越来越大，却枯燥麻木。爱是什么？两个人真的能相守一生吗？很多时候迷茫，怀疑。看过这本书后，虽然明明知道是写出来的故事，但是很让我感动，主人公对爱的执着，真心的相守，让我的心占得满满的，生活可以平淡，只要和真爱的人携手一生，足矣！
书籍,1,原以为关于中医的书都会像古文言文一样晦涩难懂，读完武老师的书后，发现原来中医知识也可以写得像散文一样娓娓道来，优美而不失其专业特点，简短而不失其深刻道理，通俗而不失其大智慧，是一本值得一读的好书，个人觉得美中不足的一点就是，通读过后，觉得内容有点少，若能系统介绍相关穴位疗效，相信定会有更多养生朋友获益，而不仅仅是只记得几个关键穴位。
书籍,1,"原严哉通过无印良品及 一些设计展的设计来展开全书,继而分析目前日本设计的走向.在阅读这本书之前我觉得中国的设计师在走日本设计师走过的老路,由这本书我可以了解将来中国设计的走向.对于设计,我是个门外汉,只是平时比较喜欢看看(不是欣赏,因为能力不够)有创意的设计.这本书无论对于处于设计领域内,或者像我一样对设计基本不懂的人应该都有所启悟."
书籍,1,原先一直想买非漫画版的，总觉得漫画版适合学生看，但是又找不到纯文字的那种，所以将就买了二十几本先看看，虽然一开始有点不习惯漫画版的阅读方式，但看了几页后就习惯了，并且越来越觉得这种版本比纯文字的更好，有视觉效果，这不，马上又订购了余下的四十多本，不过还缺第一本的，不知什么时候会有货，想买齐，收藏，等女儿大一点，再给她看。总之，值得推荐！
书籍,1,原来以为这是本很灵性的书，购买的欲望还是很强烈的，期望也很高书中，我并没有看到预想中的神奇催眠方法，或者作者并不愿意详细描述这一方倒像是看一部长篇小说，大多是主人公的语言记录然而，还是可以从中得到某些启发也能获得一些新的观念和定义有些概念和中国的佛教理论相类似比如：今生还不了的债，来生还要去还；上辈子结下的冤，这辈子就要解决……佛教也是同样认为，人不会死，灵魂永存，轮回，之类书中以不迷信的方式很赤裸地诠释了人的肉身和灵魂的关系相信，也让人相信，有佛，或有上帝人的精神还是可以愉快的！
书籍,1,原来已经有一本签名版了，在现场又买了一本。李清照的那首词给人很多感慨“生当为人杰，死亦为鬼雄，至今思项羽，不肯过江东”，历来英雄——非以成败论英雄——从多歌咏，尤其是失败者，人们给予更多的同情和笔墨，仿佛能够感受到四面楚歌别姬的伤感，临死犹不惧，冲入敌阵，一身血肉纵横。成功往往难于复制，但失败总是给我们借鉴的，大事大鉴，小事小鉴，无事可鉴，仍可笑看，“古今多少事，都付笑谈中”。
书籍,1,原来看过一本类似标题的书，以为这些书内容应该是大致相同的。没想到翻开一看，虽然薄薄的几页，但介绍的都是针对幼儿的教学方法，如何运用一些形象话的教育言语，让我很受启发（因为其他书多以钢琴技巧的传授为主）；甚至也提到了作为琴童的家长，应该如何更好地引导孩子、配合老师、提高自身音乐素质和责任感。李斐岚老师不愧是一位钢琴教育家！这些真知灼见帮助我们培养孩子从小对钢琴的兴趣非常重要。
书籍,1,原来刚刚接触杜拉拉的时候，不知道人力资源是个什么东西，现在我以及决定考人力资源专业的研究生了，当然不只是因为杜拉拉，而是我发现了我对人力资源的浓烈兴趣。2也是一样的好，像1一样。讲述了职场的喜怒哀乐，或者身不由己，虽然我现在还没有步入社会。但是已是完全的社会人。世俗的想法，圆滑的做人技巧。还有身边的人的影子，都能在杜拉拉里面找到一个类似的人
